primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,time,url,filename
houfin,"['houspa', 'normoc']",['song'],27.0149,-108.9351,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,6:11,https://www.xeno-canto.org/353016,houfin/XC353016_source0_.wav
houfin,['normoc'],"['call', 'song']",27.0149,-108.9351,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,14:54,https://www.xeno-canto.org/353018,houfin/XC353018_source0_.wav
houfin,['houspa'],['song'],27.0149,-108.9351,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,6:00,https://www.xeno-canto.org/353019,houfin/XC353019_source0_.wav
houfin,['houspa'],['song'],19.6653,-101.2187,Haemorhous mexicanus,House Finch,Juan Carlos Pérez M.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,17:30,https://www.xeno-canto.org/365390,houfin/XC365390_source0_.wav
houfin,['houspa'],['song'],28.1815,-105.4379,Haemorhous mexicanus,House Finch,fernando mondaca fernandez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,9:30,https://www.xeno-canto.org/383989,houfin/XC383989_source0_.wav
houfin,['norcar'],['song'],31.1972,-84.412,Haemorhous mexicanus,House Finch,G Morris,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,7:30,https://www.xeno-canto.org/412395,houfin/XC412395_source1_.wav
houfin,['norcar'],"['call', 'song']",28.3906,-80.7421,Haemorhous mexicanus,House Finch,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,7:57,https://www.xeno-canto.org/413336,houfin/XC413336_source0_.wav
houfin,['norcar'],"['male', 'song']",42.276,-87.8501,Haemorhous mexicanus,House Finch,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,8:00,https://www.xeno-canto.org/466133,houfin/XC466133_source0_.wav
houfin,['houspa'],['begging call'],19.392,-99.241,Haemorhous mexicanus,House Finch,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,8:00,https://www.xeno-canto.org/466484,houfin/XC466484_source0_.wav
houfin,['houspa'],['call'],19.3894,-99.2447,Haemorhous mexicanus,House Finch,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,19:30,https://www.xeno-canto.org/480078,houfin/XC480078_source0_.wav
houfin,['houspa'],['song'],25.7324,-109.0271,Haemorhous mexicanus,House Finch,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,8:00,https://www.xeno-canto.org/488436,houfin/XC488436_source0_.wav
houfin,['houspa'],['song'],25.7324,-109.0271,Haemorhous mexicanus,House Finch,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,8:00,https://www.xeno-canto.org/488437,houfin/XC488437_source0_.wav
houfin,['norcar'],"['male', 'song']",45.3698,-75.7899,Haemorhous mexicanus,House Finch,Dan Minor,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,6:30,https://www.xeno-canto.org/493322,houfin/XC493322_source0_.wav
houfin,['houspa'],['song'],27.0149,-108.9351,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,6:02,https://www.xeno-canto.org/497555,houfin/XC497555_source0_.wav
houfin,['moudov'],"['call', 'male', 'song']",31.4312,-110.2366,Haemorhous mexicanus,House Finch,Jarrod Swackhamer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0,8:00,https://www.xeno-canto.org/520553,houfin/XC520553_source0_.wav
houfin,['houspa'],"['adult', 'male', 'song']",41.6838,-91.5979,Haemorhous mexicanus,House Finch,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,9:00,https://www.xeno-canto.org/534152,houfin/XC534152_source0_.wav
houfin,['houspa'],"['adult', 'male', 'song']",41.6838,-91.5979,Haemorhous mexicanus,House Finch,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,11:30,https://www.xeno-canto.org/534170,houfin/XC534170_source0_.wav
houfin,['houspa'],"['male', 'song']",17.18,-96.77,Haemorhous mexicanus,House Finch,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,8:00,https://www.xeno-canto.org/541409,houfin/XC541409_source0_.wav
houfin,['houspa'],"['life stage uncertain', 'sex uncertain', 'song']",17.18,-96.77,Haemorhous mexicanus,House Finch,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,20:00,https://www.xeno-canto.org/546187,houfin/XC546187_source0_.wav
houfin,['calqua'],['song'],32.6003,-116.8419,Haemorhous mexicanus,House Finch,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,5:20,https://www.xeno-canto.org/569976,houfin/XC569976_source0_.wav
houfin,['houspa'],"['adult', 'male', 'song']",17.067,-96.722,Haemorhous mexicanus,House Finch,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,12:30,https://www.xeno-canto.org/579296,houfin/XC579296_source0_.wav
houfin,"['moudov', 'normoc']","['adult', 'call', 'male', 'song']",31.34,-109.273,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,11:55,https://www.xeno-canto.org/583811,houfin/XC583811_source0_.wav
houfin,"['gamqua', 'moudov']","['life stage uncertain', 'sex uncertain', 'song']",31.4775,-109.3988,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,8:27,https://www.xeno-canto.org/583812,houfin/XC583812_source0_.wav
houfin,"['gamqua', 'moudov', 'normoc']","['adult', 'male', 'song']",32.7224,-109.1019,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,7:42,https://www.xeno-canto.org/621697,houfin/XC621697_source0_.wav
houfin,['gamqua'],"['adult', 'male', 'song']",31.9938,-112.8431,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,8:01,https://www.xeno-canto.org/621698,houfin/XC621698_source0_.wav
houfin,['houspa'],"['adult', 'song']",43.6701,-79.4243,Haemorhous mexicanus,House Finch,Thomas Ryder Payne,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,7:00,https://www.xeno-canto.org/636434,houfin/XC636434_source0_.wav
houfin,['houspa'],['song'],17.1733,-96.7706,Haemorhous mexicanus,House Finch,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,7:00,https://www.xeno-canto.org/637197,houfin/XC637197_source0_.wav
houfin,['houspa'],['song'],17.0739,-96.7228,Haemorhous mexicanus,House Finch,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,6:30,https://www.xeno-canto.org/65765,houfin/XC65765_source0_.wav
houfin,['calqua'],"['adult', 'call', 'male']",29.6264,-114.6089,Haemorhous mexicanus,House Finch,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,6:01,https://www.xeno-canto.org/660911,houfin/XC660911_source0_.wav
iiwi,['apapan'],['song'],20.7789,-156.2284,Drepanis coccinea,Iiwi,Lance A. M. Benner,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,10:41,https://www.xeno-canto.org/113329,iiwi/XC113329_source0_.wav
iiwi,"['apapan', 'hawama', 'omao']",['call'],19.7901,-155.3273,Drepanis coccinea,Iiwi,Thomas Hamel,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,9:00,https://www.xeno-canto.org/157360,iiwi/XC157360_source3_.wav
iiwi,"['apapan', 'hawama']","['call', 'song']",19.7901,-155.3273,Drepanis coccinea,Iiwi,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,12:00,https://www.xeno-canto.org/175504,iiwi/XC175504_source0_.wav
iiwi,['apapan'],['song'],22.0815,-159.555,Drepanis coccinea,Iiwi,Patrick Blake,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,10:30,https://www.xeno-canto.org/219960,iiwi/XC219960_source0_.wav
iiwi,['apapan'],['call'],22.1467,-159.6134,Drepanis coccinea,Iiwi,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,12:45,https://www.xeno-canto.org/27307,iiwi/XC27307_source0_.wav
iiwi,['warwhe1'],['call'],22.1467,-159.6134,Drepanis coccinea,Iiwi,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,8:40,https://www.xeno-canto.org/27314,iiwi/XC27314_source0_.wav
iiwi,['apapan'],"['call', 'song']",19.6814,-155.3976,Drepanis coccinea,Iiwi,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,12:30,https://www.xeno-canto.org/27325,iiwi/XC27325_source0_.wav
iiwi,"['apapan', 'hawama']",['song'],19.6814,-155.3976,Drepanis coccinea,Iiwi,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,12:45,https://www.xeno-canto.org/27326,iiwi/XC27326_source0_.wav
iiwi,"['apapan', 'hawama', 'warwhe1']","['call', 'song']",19.7901,-155.3273,Drepanis coccinea,Iiwi,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,12:20,https://www.xeno-canto.org/27346,iiwi/XC27346_source0_.wav
iiwi,['hawama'],"['call', 'song']",19.7901,-155.3273,Drepanis coccinea,Iiwi,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,12:20,https://www.xeno-canto.org/27347,iiwi/XC27347_source3_.wav
iiwi,['kauama'],['song'],22.1467,-159.6134,Drepanis coccinea,Iiwi,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,10:00,https://www.xeno-canto.org/27366,iiwi/XC27366_source3_.wav
iiwi,['omao'],"['call', 'song']",19.6759,-155.3845,Drepanis coccinea,Iiwi,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,13:45,https://www.xeno-canto.org/27377,iiwi/XC27377_source0_.wav
iiwi,['houfin'],['call'],20.769,-156.237,Drepanis coccinea,Iiwi,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,7:44,https://www.xeno-canto.org/326579,iiwi/XC326579_source0_.wav
iiwi,['apapan'],['call'],20.769,-156.237,Drepanis coccinea,Iiwi,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:15,https://www.xeno-canto.org/327358,iiwi/XC327358_source3_.wav
iiwi,['apapan'],['call'],20.769,-156.237,Drepanis coccinea,Iiwi,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,6:19,https://www.xeno-canto.org/327361,iiwi/XC327361_source0_.wav
iiwi,"['hawama', 'iiwi', 'warwhe1']",['call'],20.7229,-156.3071,Drepanis coccinea,Iiwi,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,15:04,https://www.xeno-canto.org/385038,iiwi/XC385038_source0_.wav
iiwi,['hawama'],['call'],20.769,-156.237,Drepanis coccinea,Iiwi,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,12:33,https://www.xeno-canto.org/385056,iiwi/XC385056_source0_.wav
iiwi,"['apapan', 'hawama']","['adult', 'sex uncertain', 'song']",19.5799,-155.3224,Drepanis coccinea,Iiwi,Naomi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,10:00,https://www.xeno-canto.org/648123,iiwi/XC648123_source0_.wav
jabwar,['apapan'],['song'],22.1506,-159.6406,Horornis diphone,Japanese Bush Warbler,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,9:30,https://www.xeno-canto.org/27362,jabwar/XC27362_source3_.wav
jabwar,['warwhe1'],"['flight call', 'song']",26.6417,142.161,Horornis diphone,Japanese Bush Warbler,Yann Muzika,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,11:00,https://www.xeno-canto.org/372140,jabwar/XC372140_source0_.wav
jabwar,['mallar3'],['song'],36.7718,139.4468,Horornis diphone,Japanese Bush Warbler,Craig Robertson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,12:00,https://www.xeno-canto.org/385191,jabwar/XC385191_source0_.wav
jabwar,['warwhe1'],"['alternative song', 'song']",35.0917,135.7867,Horornis diphone,Japanese Bush Warbler,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,15:20,https://www.xeno-canto.org/465651,jabwar/XC465651_source0_.wav
jabwar,['warwhe1'],['song'],34.3035,132.4238,Horornis diphone,Japanese Bush Warbler,Roman Dymny,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,7:30,https://www.xeno-canto.org/475678,jabwar/XC475678_source3_.wav
jabwar,['eurwig'],['song'],34.799,134.6397,Horornis diphone,Japanese Bush Warbler,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:20,https://www.xeno-canto.org/539050,jabwar/XC539050_source0_.wav
maupar,"['apapan', 'iiwi']","['call', 'song']",20.7846,-156.2221,Pseudonestor xanthophrys,Maui Parrotbill,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,12:18,https://www.xeno-canto.org/123887,maupar/XC123887_source0_.wav
omao,"['apapan', 'hawama', 'hawcre', 'iiwi', 'warwhe1']",['call'],19.7901,-155.3273,Myadestes obscurus,Omao,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:00,https://www.xeno-canto.org/175493,omao/XC175493_source0_.wav
omao,"['apapan', 'warwhe1', 'zebdov']",['song'],19.4264,-155.2373,Myadestes obscurus,Omao,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,6:20,https://www.xeno-canto.org/27341,omao/XC27341_source0_.wav
omao,"['apapan', 'hawama', 'iiwi']",['call'],19.7901,-155.3273,Myadestes obscurus,Omao,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,14:30,https://www.xeno-canto.org/27353,omao/XC27353_source1_.wav
omao,['iiwi'],"['call', 'song']",19.6759,-155.3845,Myadestes obscurus,Omao,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,13:30,https://www.xeno-canto.org/27375,omao/XC27375_source0_.wav
omao,"['apapan', 'hawama', 'iiwi']",['song'],19.7901,-155.3273,Myadestes obscurus,Omao,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,9:00,https://www.xeno-canto.org/317145,omao/XC317145_source0_.wav
omao,"['hawama', 'warwhe1']","['call', 'song']",19.6759,-155.3845,Myadestes obscurus,Omao,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,11:30,https://www.xeno-canto.org/317146,omao/XC317146_source0_.wav
omao,['apapan'],['song'],19.4138,-155.2386,Myadestes obscurus,Omao,Paul Buckley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,13:30,https://www.xeno-canto.org/359187,omao/XC359187_source0_.wav
omao,['warwhe1'],['alarm call'],19.4434,-155.3262,Myadestes obscurus,Omao,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,9:18,https://www.xeno-canto.org/385071,omao/XC385071_source0_.wav
omao,['elepai'],['alarm call'],19.4424,-155.315,Myadestes obscurus,Omao,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,6:43,https://www.xeno-canto.org/385297,omao/XC385297_source0_.wav
omao,['apapan'],"['adult', 'call', 'sex uncertain']",19.5814,-155.3287,Myadestes obscurus,Omao,Naomi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,10:00,https://www.xeno-canto.org/648122,omao/XC648122_source0_.wav
puaioh,"['aniani', 'apapan']",['song'],22.0815,-159.555,Myadestes palmeri,Puaiohi,Eric VanderWerf,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,14:30,https://www.xeno-canto.org/144892,puaioh/XC144892_source0_.wav
puaioh,"['aniani', 'apapan']",['call'],22.0815,-159.555,Myadestes palmeri,Puaiohi,Eric VanderWerf,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,9:30,https://www.xeno-canto.org/144893,puaioh/XC144893_source1_.wav
skylar,['cangoo'],['song'],-43.5267,172.722,Alauda arvensis,Eurasian Skylark,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:30,https://www.xeno-canto.org/207678,skylar/XC207678_source0_.wav
skylar,['jabwar'],['song'],34.8029,135.6139,Alauda arvensis,Eurasian Skylark,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,11:00,https://www.xeno-canto.org/235545,skylar/XC235545_source0_.wav
skylar,['skylar'],['song'],52.3156,5.7983,Alauda arvensis,Eurasian Skylark,Joost van Bruggen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,8:00,https://www.xeno-canto.org/282713,skylar/XC282713_source0_.wav
skylar,['jabwar'],['call'],34.8072,135.6158,Alauda arvensis,Eurasian Skylark,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,9:00,https://www.xeno-canto.org/310344,skylar/XC310344_source0_.wav
skylar,['skylar'],['call'],58.9744,17.6503,Alauda arvensis,Eurasian Skylark,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,7:00,https://www.xeno-canto.org/345781,skylar/XC345781_source0_.wav
skylar,['redjun'],"['male', 'song']",49.634,26.2213,Alauda arvensis,Eurasian Skylark,Ruslan Mazuryk,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,10:00,https://www.xeno-canto.org/360908,skylar/XC360908_source0_.wav
skylar,['skylar'],"['call', 'long series of calls']",47.994,10.9672,Alauda arvensis,Eurasian Skylark,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,6:09,https://www.xeno-canto.org/378396,skylar/XC378396_source0_.wav
skylar,['skylar'],"['call', 'long series of calls']",47.994,10.9672,Alauda arvensis,Eurasian Skylark,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,6:20,https://www.xeno-canto.org/378397,skylar/XC378397_source0_.wav
skylar,"['mallar3', 'skylar']",['song'],47.9959,10.9666,Alauda arvensis,Eurasian Skylark,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,9:27,https://www.xeno-canto.org/380395,skylar/XC380395_source0_.wav
skylar,['skylar'],"['call', 'flight call']",43.7974,3.4244,Alauda arvensis,Eurasian Skylark,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,21:05,https://www.xeno-canto.org/396861,skylar/XC396861_source0_.wav
skylar,['skylar'],['song'],52.098,19.4598,Alauda arvensis,Eurasian Skylark,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,18:00,https://www.xeno-canto.org/417772,skylar/XC417772_source0_.wav
skylar,['skylar'],['song'],42.4382,13.597,Alauda arvensis,Eurasian Skylark,Francesco Sottile,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,19:07,https://www.xeno-canto.org/489827,skylar/XC489827_source0_.wav
skylar,['mallar3'],"['call', 'flight call', 'nocturnal flight call']",53.9299,-2.9833,Alauda arvensis,Eurasian Skylark,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,21:33,https://www.xeno-canto.org/530607,skylar/XC530607_source0_.wav
skylar,['mallar3'],"['call', 'flight call', 'nocturnal flight call']",53.9299,-2.9833,Alauda arvensis,Eurasian Skylark,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,0:38,https://www.xeno-canto.org/530609,skylar/XC530609_source3_.wav
skylar,['houspa'],"['call', 'flight call']",53.9299,-2.9833,Alauda arvensis,Eurasian Skylark,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,6:29,https://www.xeno-canto.org/530617,skylar/XC530617_source0_.wav
skylar,['rinphe'],['song'],52.7439,-1.0339,Alauda arvensis,Eurasian Skylark,Michał Jezierski,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,10:30,https://www.xeno-canto.org/535998,skylar/XC535998_source0_.wav
skylar,['jabwar'],['song'],35.1537,136.1046,Alauda arvensis,Eurasian Skylark,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,8:20,https://www.xeno-canto.org/603580,skylar/XC603580_source0_.wav
skylar,['skylar'],['song'],58.5421,27.023,Alauda arvensis,Eurasian Skylark,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,6:00,https://www.xeno-canto.org/656579,skylar/XC656579_source0_.wav
skylar,['skylar'],"['adult', 'call', 'sex uncertain']",54.1633,13.3956,Alauda arvensis,Eurasian Skylark,Micha Luhn,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,21:30,https://www.xeno-canto.org/657059,skylar/XC657059_source0_.wav
skylar,['skylar'],['song'],49.2555,2.5223,Alauda arvensis,Eurasian Skylark,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,8:45,https://www.xeno-canto.org/661423,skylar/XC661423_source0_.wav
warwhe1,"['apapan', 'houfin']","['call', 'song']",19.7901,-155.3273,Zosterops japonicus,Warbling White-eye,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,9:30,https://www.xeno-canto.org/175490,warwhe1/XC175490_source0_.wav
warwhe1,['houfin'],['HUVI-like call and PSFL-like call'],33.6216,-117.9093,Zosterops japonicus,Warbling White-eye,Elias Aristides Elias,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,15:10,https://www.xeno-canto.org/192982,warwhe1/XC192982_source0_.wav
warwhe1,['oahama'],['call'],21.3318,-157.8205,Zosterops japonicus,Warbling White-eye,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,8:00,https://www.xeno-canto.org/210186,warwhe1/XC210186_source0_.wav
warwhe1,['oahama'],['call'],21.3318,-157.8205,Zosterops japonicus,Warbling White-eye,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,8:00,https://www.xeno-canto.org/210188,warwhe1/XC210188_source0_.wav
warwhe1,['redjun'],['call'],22.1467,-159.6134,Zosterops japonicus,Warbling White-eye,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,9:00,https://www.xeno-canto.org/27315,warwhe1/XC27315_source0_.wav
warwhe1,['iiwi'],['song'],20.769,-156.237,Zosterops japonicus,Warbling White-eye,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:30,https://www.xeno-canto.org/326568,warwhe1/XC326568_source0_.wav
warwhe1,['norcar'],['song'],19.4378,-155.3017,Zosterops japonicus,Warbling White-eye,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,8:58,https://www.xeno-canto.org/385605,warwhe1/XC385605_source0_.wav
warwhe1,['jabwar'],['song'],21.5379,-158.1937,Zosterops japonicus,Warbling White-eye,Sean Erroll MacDonald,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,11:37,https://www.xeno-canto.org/454896,warwhe1/XC454896_source0_.wav
warwhe1,['oahama'],['call'],4.3808,176.832,Zosterops japonicus,Warbling White-eye,Ted Floyd,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0,8:55,https://www.xeno-canto.org/503118,warwhe1/XC503118_source0_.wav
warwhe1,['jabwar'],"['male', 'song']",26.7622,128.2574,Zosterops japonicus,Warbling White-eye,Markus Jacobs,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,5:30,https://www.xeno-canto.org/507025,warwhe1/XC507025_source0_.wav
yefcan,['commyn'],['call'],21.2637,-157.8194,Crithagra mozambica,Yellow-fronted Canary,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,8:30,https://www.xeno-canto.org/174788,yefcan/XC174788_source0_.wav
yefcan,['reccar'],['song'],21.2637,-157.8194,Crithagra mozambica,Yellow-fronted Canary,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,9:00,https://www.xeno-canto.org/174823,yefcan/XC174823_source0_.wav
yefcan,['commyn'],"['call', 'song']",-20.3179,57.5132,Crithagra mozambica,Yellow-fronted Canary,Albert Lastukhin & Alexandr Shirjaev,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,9:30,https://www.xeno-canto.org/207919,yefcan/XC207919_source0_.wav
yefcan,"['commyn', 'zebdov']","['call', 'song']",-20.3179,57.5132,Crithagra mozambica,Yellow-fronted Canary,Albert Lastukhin & Alexandr Shirjaev,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,8:00,https://www.xeno-canto.org/207920,yefcan/XC207920_source0_.wav
